amount,old_balance_orig,new_balance_orig,old_balance_dest,new_balance_dest,type,name_orig,name_dest,hour,day_of_week,is_fraud
7.92,8717.76,5910.11,3562.62,1718.78,payment,C2516524,M5782670,0,3,0
230.05,2221.75,2291.38,2328.61,2146.64,cash_in,C9611430,M1336422,21,0,1
8.66,1814.69,8028.56,2315.32,6122.6,payment,C5620085,M8110298,12,6,0
15.47,4720.31,6804.24,8260.68,4031.81,transfer,C1123271,M9581776,21,6,0
47.37,5978.35,2898.5,6875.69,4869.21,payment,C5638619,M6454894,8,2,0
13.15,6549.52,1964.76,5221.21,2478.99,transfer,C7779646,M6361758,21,1,0
320.85,9974.94,2668.32,4243.8,3943.92,transfer,C4186247,M6757387,23,5,0
41.47,4809.78,9412.61,3649.12,3071.93,cash_out,C4038955,M5928878,3,3,1
0.37,5634.41,9134.99,9474.54,9005.95,transfer,C4728795,M6960666,7,5,1
75.85,8879.75,3779.66,5897.15,4691.23,transfer,C8894293,M1900549,20,4,0
64.63,4774.97,2025.98,1286.18,6838.91,debit,C6005578,M7930789,1,6,0
21.73,2082.94,4151.0,5737.1,9075.55,cash_in,C3402902,M6308033,22,1,0
44.51,6347.22,1850.56,6381.54,146.66,payment,C4512853,M3828735,18,6,0
364.37,4393.74,4351.16,4347.35,4826.26,transfer,C1632925,M9955386,6,5,1
2.22,3289.91,8348.96,1986.71,6799.81,cash_out,C4796108,M6777230,9,1,0
145.26,1753.5,8256.05,3052.2,2979.2,debit,C9793234,M6667933,13,5,1
7.33,9023.7,3656.58,1965.42,9486.04,cash_in,C1320859,M4832222,7,5,0
40.36,316.94,5095.87,1319.3,7139.99,transfer,C7294684,M5291430,17,4,0
745.02,6570.32,295.44,6928.52,4226.08,cash_in,C3073581,M5240244,15,5,1
53.64,192.12,4266.63,1099.7,5251.06,debit,C3301222,M8026730,3,4,1
6.58,1228.72,1152.01,2066.6,2077.52,payment,C9776935,M4383514,11,5,0
18.01,5526.57,9112.53,6913.22,4858.57,cash_out,C1045936,M1213899,21,0,0
16.03,6723.32,1576.53,991.82,5165.88,transfer,C5293157,M4878226,14,2,0
127.1,1829.55,490.5,2976.62,8035.8,payment,C8147013,M2944497,3,6,1
10.03,8534.79,6667.21,1788.07,3639.52,cash_in,C5501484,M2559464,11,6,0
12.82,4062.48,4619.73,8373.51,6930.03,cash_in,C8075620,M3798082,3,1,0
4.29,9430.42,1678.01,4218.67,5948.43,debit,C8351152,M4041047,19,3,0
14.04,8639.5,8811.51,7300.06,8928.45,cash_in,C9189341,M2894776,13,3,0
0.33,222.37,8696.49,5295.7,7461.88,debit,C4757843,M6675742,16,4,1
4.38,4385.19,7293.85,4871.1,6670.74,cash_in,C3494007,M1915467,0,5,0
3.97,4745.96,5008.77,1737.5,7539.16,payment,C5041494,M6551494,8,0,0
9.65,3848.51,8189.32,880.42,4497.47,debit,C8517846,M2476728,15,3,0
27.83,7477.87,275.91,4094.05,454.74,debit,C1002847,M2524974,19,4,0
48.21,5667.09,6580.5,4616.46,3474.46,transfer,C4739945,M8624573,10,4,0
143.1,7194.91,3696.62,4580.07,1064.63,cash_out,C1036858,M6727022,11,6,0
85.23,5522.14,3801.51,1152.59,8979.08,cash_in,C3356346,M7865417,3,2,0
9.74,9309.14,3989.68,4624.76,7836.06,payment,C2808009,M7953658,1,5,0
23.48,7744.24,4560.0,6618.72,9566.28,cash_out,C9368955,M1072773,16,5,0
0.42,4881.03,5132.5,9219.51,1854.3,debit,C3913368,M3153888,3,3,1
24.01,3286.25,8825.77,4244.78,6129.04,cash_out,C5590177,M7675150,10,2,0
7.18,4186.18,7030.14,7509.43,3059.24,debit,C6266549,M4646403,6,1,0
22.01,3518.41,6756.5,9815.22,6535.86,cash_out,C9453929,M6408662,22,0,0
8.6,5869.78,9432.47,7130.22,6775.01,debit,C5797075,M8086467,0,4,0
0.08,6735.52,2079.03,7526.83,1693.26,payment,C5203716,M3456660,1,5,1
77.42,5457.6,3650.96,4580.69,6199.48,debit,C4763253,M7524435,7,4,0
26.7,2947.62,6678.49,9272.2,3936.79,payment,C1902651,M1217520,23,2,0
0.42,9123.72,7075.83,6511.56,7575.57,debit,C4296204,M4246352,9,3,1
160.2,9628.5,7377.29,1281.6,502.28,payment,C5433204,M3182154,5,4,1
3.87,4716.68,9381.2,495.41,9293.42,debit,C1853212,M6052539,15,6,0
22.24,7861.91,3246.8,2277.62,1920.3,transfer,C9474848,M3673793,13,4,0
9.03,2289.86,2212.2,3385.65,3671.9,cash_out,C9900294,M8966781,17,6,0
29.08,1235.75,3525.47,2479.44,6458.42,debit,C5090740,M1669029,21,2,0
12.0,1222.4,2640.25,7267.36,344.59,debit,C7290752,M9628674,16,3,0
15.57,6550.13,3271.1,915.22,1049.97,debit,C9945709,M1122986,20,0,0
282.03,8663.01,4299.67,1128.88,5423.77,cash_in,C2209981,M3579573,0,3,1
41.33,825.16,1862.12,2593.89,797.38,cash_out,C5339392,M7838943,12,3,0
60.96,267.22,6765.66,5394.86,6450.09,debit,C2060950,M1763646,22,6,0
978.24,7890.23,3083.37,956.4,7676.21,cash_in,C7399057,M7628900,21,0,1
8.9,1450.18,3970.83,7995.1,5502.67,cash_out,C6000558,M7260091,0,4,0
29.62,513.55,5769.91,4001.41,5520.5,transfer,C6111869,M4524102,23,5,0
20.64,4185.28,6494.72,5174.27,1693.45,cash_out,C5240303,M4260252,3,1,0
323.49,638.44,7535.31,9901.76,5533.63,debit,C2227162,M5876342,21,0,0
360.45,4923.19,3375.42,1369.33,6589.18,transfer,C5783807,M2171198,6,2,1
5.87,6628.28,6965.24,1608.71,5711.93,payment,C8185805,M3829301,0,2,0
456.79,6444.3,2839.13,3658.91,6827.84,payment,C9052291,M8765307,14,2,1
1.64,1177.44,6490.96,911.54,2878.1,cash_out,C4295580,M5416344,23,5,0
592.29,8510.91,6353.1,8145.16,5831.12,debit,C4569531,M1614990,17,2,1
14.68,4773.83,7774.45,3721.6,2310.74,debit,C5882155,M3246154,14,4,0
21.77,5071.46,6660.52,8495.02,8084.75,debit,C3782393,M9625782,4,3,0
265.97,6628.19,9680.58,7385.61,4886.68,payment,C1678132,M4671175,15,1,1
0.12,6719.0,5227.06,7935.46,3942.12,cash_in,C1779091,M1669489,20,2,1
432.02,2807.6,7444.91,5828.45,5744.59,cash_in,C7350486,M7128662,18,5,1
4.23,2590.71,9729.47,2306.7,4117.84,payment,C9168181,M9088465,19,0,0
3.51,1739.5,863.17,6470.42,2194.02,cash_out,C3640018,M7077092,19,5,0
47.33,4204.68,3369.23,1222.05,6784.77,cash_in,C4535025,M3705263,20,6,0
2.77,1366.06,5964.24,1433.77,5175.16,debit,C3463987,M1938047,5,2,0
196.54,4114.02,9695.51,6412.46,8797.24,payment,C2438621,M4633834,14,4,0
133.85,1788.61,8320.6,6048.3,7966.7,cash_out,C9569884,M5437920,5,5,0
19.47,6005.68,781.54,3844.29,1408.91,transfer,C4394845,M9769641,16,5,0
1.36,1053.36,4811.1,6186.01,486.46,debit,C9444462,M2971598,2,3,0
170.38,5438.93,111.88,9383.57,6817.74,cash_in,C9758448,M8057906,11,6,0
98.64,9390.37,4873.02,7709.85,3570.13,debit,C2639417,M8138527,4,2,1
58.18,8604.63,2904.34,8779.99,4145.6,cash_out,C1091762,M1119354,18,4,0
89.91,2133.65,8062.44,4147.57,1155.17,cash_in,C5255251,M5383935,17,3,1
12.04,9918.81,4034.8,2116.57,5565.84,debit,C9094465,M3998417,11,4,0
13.91,3135.87,3509.13,7084.4,7384.25,transfer,C4854922,M8492618,22,1,0
116.07,3450.53,5550.7,7000.87,7097.22,cash_out,C7528076,M1088762,2,6,1
66.4,734.4,2295.53,892.39,473.78,cash_in,C7721705,M9741022,9,5,1
16.56,7758.72,1835.18,4994.25,206.03,debit,C5798393,M4267304,1,6,0
6.05,2393.54,1777.88,457.01,2468.64,transfer,C3641484,M2456980,8,6,0
22.33,4113.96,2083.07,252.13,7065.86,transfer,C5773013,M6840069,11,6,0
205.92,4602.11,4099.17,146.05,1832.84,debit,C2786185,M2214435,16,2,1
17.9,5181.54,2651.16,5425.24,7954.55,payment,C8428425,M7326357,18,3,0
68.5,9616.26,4642.6,4661.13,5909.58,transfer,C9086117,M2950658,8,0,0
7.81,2281.78,7041.64,8021.6,4183.02,payment,C9665502,M9986747,0,5,0
2.17,1020.79,6769.61,8228.64,852.69,cash_out,C8995273,M6265911,11,1,0
66.19,9476.47,6862.76,9108.28,5040.09,cash_out,C4940319,M5061034,8,1,0
1577.53,3624.67,7811.49,1286.8,877.03,cash_in,C1111126,M1709057,15,2,1
8.59,9855.08,8980.3,8700.81,4958.97,debit,C5702093,M7675310,7,6,0
49.79,8012.77,4835.37,5453.6,5074.5,cash_in,C3932663,M8670476,3,5,0
18.04,183.34,6773.62,3856.34,1097.4,payment,C5357055,M4139896,17,2,0
0.48,3496.65,1920.75,4297.03,4249.02,payment,C7124992,M7720828,8,3,1
1299.16,6891.52,8160.49,7236.07,8060.47,debit,C8251427,M7390162,6,1,1
338.92,4782.57,196.45,4273.05,1431.27,debit,C9958741,M6297024,15,2,0
548.39,1079.85,1717.08,2233.13,2617.47,transfer,C8547311,M6614605,8,2,1
17.11,8119.16,3506.99,4176.43,3575.8,debit,C4337963,M3928275,9,2,0
69.43,7769.97,4524.61,876.23,6175.27,cash_in,C3430151,M3811450,20,6,0
41.08,6161.87,4107.25,9080.02,883.21,payment,C4828861,M6259356,10,5,0
0.31,4015.01,8888.15,7831.64,9393.82,debit,C9739850,M8554590,13,1,1
114.82,2422.81,2591.31,7464.37,7522.42,cash_out,C3800292,M7661319,3,0,1
0.28,361.01,4030.42,7673.46,924.19,payment,C3605071,M2414508,20,3,1
48.53,2913.34,6302.16,1399.64,8401.33,transfer,C1589802,M6986802,10,6,0
4.34,5451.78,2796.9,4503.96,9698.47,debit,C3970181,M8659527,20,5,0
5.62,5282.25,6431.33,3165.65,3536.97,debit,C4810582,M2502467,14,2,0
1.21,3105.37,100.91,8172.26,8494.67,payment,C5811072,M8871835,17,0,0
15.25,7579.18,3066.14,7682.11,7999.85,debit,C4879150,M1121097,17,2,0
270.07,2573.97,7177.89,6495.31,8301.43,cash_out,C5412076,M2328918,13,5,1
966.41,6877.94,2918.3,7454.98,8107.21,cash_in,C4154127,M2148634,5,1,1
127.21,4582.4,7034.68,4970.76,3274.37,cash_out,C1832687,M9975319,0,1,1
103.65,1337.89,4440.32,181.22,992.95,transfer,C9280890,M4643811,10,3,0
5.81,9979.84,4690.48,7935.1,3369.46,cash_out,C1940167,M5471188,12,0,0
1.51,8967.42,2575.79,3877.62,224.89,cash_out,C7455837,M8431651,7,5,0
11.37,7379.7,1030.21,6693.48,2163.63,cash_in,C6236326,M6420100,5,5,0
45.62,5540.84,1309.2,4864.17,3058.25,payment,C1873883,M4653880,3,1,0
15.36,1756.87,2833.39,1284.53,7912.52,transfer,C1704531,M8973718,22,4,0
40.67,5049.2,6890.85,3450.38,9699.55,transfer,C2002860,M6964596,20,1,1
27.13,1345.69,2403.48,9818.59,7906.76,payment,C8360481,M4237420,0,5,0
5.88,2581.89,490.94,7095.6,5634.35,debit,C9222379,M4183910,18,1,0
35.62,4737.11,8689.85,6026.93,8619.55,cash_out,C2155557,M9911007,4,3,0
0.28,4595.38,7781.59,5108.98,7363.21,transfer,C7108168,M5006173,10,5,1
52.02,1979.71,6863.92,7680.77,1625.9,payment,C6412330,M7875379,20,2,1
76.2,533.39,9384.22,1868.52,409.61,transfer,C9143162,M4214793,3,0,1
8.85,6613.42,5305.63,7043.01,2633.79,payment,C4703113,M2189067,0,1,0
31.88,8337.57,4733.79,6425.28,3673.17,cash_in,C7191944,M1978112,19,2,0
89.52,8361.12,871.56,2237.41,5242.9,transfer,C4875838,M9919792,12,1,0
27.95,6290.72,1871.09,7517.02,4210.33,transfer,C7005628,M8696054,22,5,1
16.96,7945.37,5544.66,5096.46,6609.57,debit,C8432510,M6911017,10,4,0
8.46,3780.02,7665.43,4362.82,7286.09,debit,C5038654,M4589118,12,6,0
11.11,3664.08,4578.79,9602.26,101.94,transfer,C5772818,M1273509,16,1,0
13.44,3073.31,2296.68,8571.63,314.84,payment,C9577712,M3595683,3,0,0
3.13,2723.38,8907.29,2573.58,2636.81,payment,C2541912,M7707501,18,1,0
14.47,7949.75,1811.73,8274.48,6926.99,debit,C2599943,M6039762,1,5,0
4.21,7823.21,9226.53,3410.46,8809.95,cash_in,C7988074,M3022334,7,5,0
258.19,213.2,7796.44,3886.62,3117.36,transfer,C6357242,M3509536,10,4,0
11.22,6768.99,9973.94,9713.3,7553.12,debit,C9467953,M2511341,7,3,0
0.08,3428.06,4810.96,7478.62,5526.71,payment,C2427388,M7686174,16,3,1
13.01,1435.22,5637.03,4929.82,6557.26,cash_out,C9795418,M5131319,7,0,0
0.17,9248.97,986.99,6750.3,4293.05,payment,C4195887,M6381096,11,4,1
22.65,1775.63,3562.19,8233.68,8047.68,debit,C3446428,M8389750,1,6,0
222.45,7601.56,8542.37,1212.48,639.93,debit,C3477610,M5826554,0,2,1
23.53,4555.61,325.21,2169.19,5426.25,cash_out,C9778944,M5339561,17,3,0
19.21,6981.2,6715.78,3828.41,9069.8,debit,C1729507,M5285846,5,0,0
68.25,625.54,6582.1,182.51,3947.59,payment,C7043474,M2810117,0,2,1
18.6,2388.57,3868.94,9768.46,1086.08,payment,C9131281,M9918107,2,1,0
0.28,7153.44,493.55,9230.47,3118.78,cash_in,C7600153,M3634111,0,2,1
2.75,3093.03,9960.34,9788.02,2831.19,transfer,C5323142,M7495644,0,4,0
66.84,3483.68,3989.18,1458.88,7325.91,debit,C4815608,M8001691,7,4,0
0.46,3359.92,5468.11,2146.9,1471.91,debit,C4394202,M3317095,9,5,1
16.35,1439.0,9957.29,9760.19,1537.01,debit,C3651604,M6326702,2,4,0
55.93,1922.94,8411.27,1540.68,391.89,payment,C7946441,M7899659,9,3,0
45.21,6404.79,7409.56,1604.37,1960.54,cash_out,C4099531,M1439533,19,4,0
5451.95,6003.97,2386.03,358.24,886.81,cash_in,C3249600,M9427608,19,3,1
66.99,8536.08,4965.31,1461.38,2013.27,transfer,C7854988,M1251897,8,3,0
155.51,7601.99,754.75,9278.32,9857.71,debit,C9219877,M6450844,14,1,1
9.45,6118.51,8260.85,7229.99,4002.09,debit,C9995261,M9811906,20,5,0
3.19,4570.93,8287.4,519.92,9958.78,debit,C7637254,M1658532,17,3,0
32.29,588.02,2982.68,4040.59,3115.09,payment,C8740121,M3793181,13,2,0
3.13,5218.0,1508.17,8315.95,4571.81,debit,C2898704,M4016063,18,5,0
3.28,3302.26,346.63,4591.44,8976.51,cash_out,C8628318,M2512963,8,2,0
15.52,7985.21,7211.91,1323.09,1230.23,cash_in,C7089179,M2431206,16,5,0
8.24,5165.5,9502.56,3848.92,3868.01,cash_out,C6623607,M3518087,5,6,0
508.62,3149.82,7328.6,9613.56,2958.93,cash_out,C2972228,M3207395,6,0,1
39.75,4640.56,8568.57,5480.66,156.93,cash_in,C4990936,M4638539,18,5,0
18.41,886.11,6041.01,2522.66,5518.68,debit,C4483580,M1820721,5,1,0
0.03,8552.91,6703.27,8396.34,3054.57,transfer,C1822609,M2826831,13,1,1
0.31,6945.98,5990.19,7894.35,1856.45,cash_in,C7042962,M1601296,2,6,1
0.45,8220.62,7608.58,8448.77,742.77,cash_in,C3257303,M3047210,22,6,1
692.39,2177.47,2169.6,676.03,5756.53,debit,C2470854,M9114518,23,5,1
57.46,7097.38,4327.83,8493.2,2670.63,debit,C6936673,M3176225,19,4,0
8.15,5027.64,8099.01,8848.27,2403.94,payment,C4247321,M1026523,3,0,0
24.16,7400.94,2152.58,6191.55,4204.86,transfer,C6600104,M6866154,17,6,0
2.25,2091.75,2888.1,7922.94,3146.95,debit,C6434540,M1102865,3,5,0
3.45,5732.32,9605.12,8337.22,2020.75,payment,C9038102,M8960796,1,5,0
2597.8,8931.38,5415.98,3417.59,7861.49,cash_in,C1939897,M9742158,9,4,1
155.24,5405.27,2161.8,6886.38,8015.4,payment,C2110870,M3504920,8,6,0
0.32,8439.82,5752.72,3956.71,5992.4,payment,C6276424,M1530633,8,3,1
1190.47,8311.63,3096.02,5298.49,1832.63,payment,C1627384,M4390648,2,3,1
13.94,9059.06,1625.37,3467.15,4886.37,debit,C6206955,M6491819,4,6,0
17.35,9386.44,6799.5,1413.9,7273.25,cash_in,C7502651,M9763492,3,0,0
3.65,8496.43,8731.56,3399.57,8902.94,transfer,C9733844,M6242557,0,4,0
9.06,2177.47,2085.5,2937.02,5369.53,cash_in,C2973853,M5574378,4,1,0
1248.21,5640.3,1113.52,5471.03,5538.72,payment,C3374929,M5752443,18,1,1
0.31,3453.52,4492.11,1387.73,4760.28,transfer,C2777158,M7435734,1,0,1
15.97,6001.6,5968.29,8378.13,7023.72,debit,C6966385,M6241884,10,6,0
150.17,877.6,9235.56,7667.84,5721.11,transfer,C8856366,M2631802,14,2,1
20.81,4707.43,2393.77,2315.57,8624.85,debit,C5329406,M7097668,12,1,0
8.87,7908.91,8835.8,4587.5,399.61,cash_in,C2893930,M6896198,15,3,0
7.35,3551.29,5789.31,5128.7,4116.29,transfer,C6467186,M2189907,9,4,0
59.6,2461.9,2512.54,1674.3,4875.51,transfer,C6716235,M4493656,22,4,0
65.57,5715.39,3487.79,6971.92,1813.55,transfer,C9164301,M2918019,18,4,0
7.12,8238.03,1844.12,9563.25,789.12,transfer,C7357071,M6492998,15,5,0
9.97,8188.63,8883.89,9042.23,6397.71,transfer,C3461642,M3503436,14,4,0
323.53,2037.1,6847.02,3234.32,5745.74,payment,C8293509,M6775801,2,4,1
14.86,1362.8,3012.43,3755.31,5533.96,transfer,C1014148,M7027124,3,6,1
907.73,7052.0,4003.26,3249.46,3889.62,cash_in,C8301277,M4543617,21,1,1
5.34,3907.49,9252.37,8415.63,1627.25,cash_out,C3252801,M1194661,2,5,0
334.6,6613.47,9752.25,1444.18,1458.48,cash_in,C8650891,M8142130,19,1,1
7.61,8218.71,3908.68,2334.84,4305.24,transfer,C9357686,M4972005,22,4,0
15.03,431.27,474.86,4884.35,3748.93,debit,C9078781,M2343236,4,5,1
5.11,9838.32,7810.81,4702.87,874.52,debit,C2483883,M5114298,15,5,0
37.44,873.01,6373.51,8001.17,3193.75,transfer,C6763748,M9976368,0,3,0
46.01,5782.26,3381.99,3593.85,9779.83,payment,C5852112,M3810320,1,5,0
9.77,7297.02,5680.69,708.04,4784.29,cash_out,C1866037,M5894806,23,4,0
0.05,5105.4,8529.31,2850.7,1412.13,payment,C5617376,M5311001,0,5,1
153.97,7415.78,6625.64,3760.69,1836.45,cash_out,C9135582,M4033474,16,6,1
1095.98,5995.89,8235.07,8392.38,7552.34,cash_in,C7428475,M4992095,21,3,1
2.62,5819.8,8434.15,637.83,2717.52,transfer,C1881193,M3811868,14,3,0
9.42,9487.69,9232.35,2413.25,6866.75,cash_in,C8962291,M5406118,4,4,0
6.83,9279.5,4543.32,6817.08,9621.45,transfer,C2633502,M9913623,20,2,0
6.85,9188.62,8597.72,3416.18,2744.17,transfer,C5283960,M7562471,14,6,0
8.48,6751.71,7727.92,5247.53,6809.41,cash_out,C6255795,M1177469,21,0,0
21.6,1067.22,1128.68,4514.83,2272.22,payment,C5226115,M4239337,1,0,0
3.92,5981.97,8950.27,2246.56,6033.91,transfer,C3012881,M2449322,19,1,0
80.02,6514.27,8051.68,1929.21,1197.37,cash_out,C5250268,M5942041,14,5,0
6.59,9234.68,2836.2,4327.14,9043.58,payment,C5317391,M3717339,2,2,0
33.52,3393.28,694.58,9560.5,2720.18,cash_in,C2164313,M9249722,6,4,0
145.23,1173.46,5452.26,4369.41,6178.27,transfer,C8408511,M5345236,3,0,0
7.7,7794.65,285.77,5027.24,6563.37,transfer,C1634776,M7551231,8,1,1
12.93,5788.94,5202.29,9405.12,4957.73,cash_in,C7776531,M2176077,17,1,0
320.91,4872.46,5715.71,9356.92,3653.29,payment,C7721201,M1926012,20,5,1
129.22,3466.62,8427.7,7628.49,2970.59,cash_out,C3963163,M1659867,12,5,1
169.28,1157.0,6919.54,4916.39,8863.62,cash_in,C4178686,M3347853,1,1,1
43.58,3948.8,7948.12,6469.74,5046.87,cash_in,C1275453,M1621473,10,0,1
31.12,4114.53,2195.61,6573.11,5278.88,debit,C3499027,M4908850,2,0,0
17.41,288.72,9081.07,6221.88,2502.56,cash_out,C1241008,M3889858,20,0,0
126.24,1063.19,6151.14,8369.99,733.18,transfer,C2915617,M9340683,19,6,0
10.87,2106.15,3439.7,8375.37,7405.49,cash_in,C6439759,M3026728,21,4,0
23.82,9650.45,2211.0,551.31,1817.13,transfer,C3025773,M5595168,4,6,0
16.65,5578.74,4442.75,9264.19,502.92,transfer,C7310431,M3646667,0,3,0
233.12,982.5,6552.38,8880.46,4220.6,cash_in,C3128901,M4458794,4,5,1
0.21,9387.09,6144.33,472.45,1882.0,cash_in,C2476750,M6053293,11,3,1
691.39,9867.37,9770.24,6227.32,8641.04,debit,C9515120,M4678843,14,6,1
7.5,625.38,1215.52,1577.25,8453.44,cash_in,C9346913,M3958222,5,5,0
10.95,3705.51,2174.94,2588.68,6206.51,cash_in,C1726746,M2751895,23,0,0
138.15,7876.37,4902.11,1249.04,8961.28,cash_in,C6468907,M8030765,6,5,0
45.54,7811.86,3328.71,1070.83,7403.7,cash_out,C7300387,M4702106,2,3,0
5.24,4415.06,2240.04,6133.39,1862.8,payment,C3288489,M8679606,23,1,0
151.33,2101.89,1359.4,6952.88,690.55,cash_out,C2864104,M8810369,14,3,0
0.12,3022.1,1652.2,7966.2,9532.33,cash_out,C4853765,M2450798,13,6,1
2.8,2242.78,4787.54,4681.35,243.59,cash_in,C5138170,M5157921,10,3,0
9.92,5958.54,1574.8,5779.64,150.27,transfer,C1672073,M8896240,23,6,0
2.02,4003.77,8116.19,6996.87,1070.19,cash_in,C5035113,M2394044,17,6,0
72.44,2258.26,3648.22,2466.72,9989.62,transfer,C9049422,M6114309,5,5,1
23.99,5878.24,9766.57,4691.23,1472.38,cash_in,C4102874,M7214624,20,3,0
45.85,6310.32,3910.3,6938.43,5356.11,payment,C8145454,M5526314,22,4,0
44.84,7898.15,901.49,8820.39,7384.03,transfer,C9635845,M7106747,1,0,0
15.58,504.66,3727.69,6516.91,7078.25,debit,C4434507,M3322064,10,1,0
69.96,7400.06,7547.54,8724.2,7058.15,cash_out,C6376490,M6917519,8,4,0
1.02,727.35,3517.74,4913.65,5314.16,transfer,C8888040,M9923876,21,6,0
19.89,6247.42,8019.05,9459.12,8107.08,transfer,C4160048,M8681853,2,0,0
29.1,9586.74,861.78,1731.19,1209.04,cash_out,C9327014,M3524938,6,4,0
1.15,4223.71,6855.79,9324.04,4791.66,cash_in,C8446735,M1360413,9,1,0
4171.63,5244.24,3425.19,5829.18,6592.03,payment,C9156216,M9894713,17,3,1
35.08,8992.99,3134.3,7913.75,2345.14,payment,C5834292,M1793880,4,2,0
514.32,1691.82,5399.64,1904.58,1836.06,cash_out,C3705405,M4991389,3,0,1
50.41,4464.8,3759.75,2131.04,7100.63,payment,C6768795,M3482092,11,3,0
168.45,3085.44,9212.3,4105.17,5044.23,cash_out,C8684648,M6372365,4,0,0
28.27,5123.35,6507.72,3026.01,8970.18,debit,C3467651,M8417300,10,5,0
0.45,1480.29,5554.5,3150.01,4076.14,cash_out,C8482180,M6996068,2,2,1
48.8,5311.7,7834.71,7694.24,2037.59,transfer,C8473546,M2465941,16,3,1
0.31,5164.4,654.87,6700.99,4035.82,cash_in,C7201361,M7477894,11,0,1
0.16,4511.2,5654.23,2235.38,8889.27,cash_in,C8423991,M5842475,5,6,1
11.97,7313.19,4200.52,8371.56,6019.56,cash_out,C4486033,M6087374,15,6,0
17.77,9338.21,5947.72,3820.15,165.53,payment,C7954391,M3934217,17,3,0
16.4,1455.58,1941.46,3879.52,5583.28,transfer,C6066600,M6098837,15,4,0
22.97,7933.07,1624.84,3071.68,6441.5,cash_in,C3083343,M5826621,13,1,0
40.36,2523.03,1281.61,2844.45,9943.9,transfer,C7069317,M9061215,18,3,0
87.58,4812.8,6973.03,1283.88,5174.01,debit,C1294357,M5354311,5,4,0
0.24,6963.5,3638.12,623.59,3675.52,payment,C1817300,M5862980,9,4,1
6.1,2018.77,6317.5,7670.42,6027.75,cash_out,C6412444,M6305130,21,6,0
8.33,6914.63,1048.75,5842.46,8250.82,transfer,C3297630,M9693462,9,2,0
10.94,9216.98,1713.99,2256.97,5083.49,cash_out,C9818990,M9927083,22,4,0
48.02,4231.73,9168.71,1254.0,1399.2,transfer,C9044980,M6841992,9,5,0
76.83,8908.29,6016.72,7659.54,3486.25,payment,C1482504,M2989725,7,1,0
3.45,2343.09,1340.91,1389.16,878.19,transfer,C2304181,M1315519,15,6,0
34.27,424.65,6631.91,5972.44,4743.92,payment,C1726143,M2111446,9,5,0
5118.67,9208.97,2133.47,9021.63,1929.34,payment,C1490886,M2523024,4,6,1
23.88,5839.54,3586.81,8565.87,7829.94,debit,C5057108,M9470971,18,0,0
1463.26,5335.5,7186.54,9646.21,1800.56,debit,C1072627,M2655671,6,4,1
8.12,7011.52,1932.75,6767.9,1162.51,payment,C7368883,M8115080,6,4,0
221.36,3211.37,4712.43,5245.3,5008.58,payment,C5836389,M1681298,2,2,1
2.11,4623.76,7388.13,6901.76,8426.79,cash_out,C7833061,M5875279,13,1,0
200.75,8044.12,9396.91,3737.67,226.58,cash_in,C2764491,M7649981,14,4,0
19.04,1519.34,4066.18,5946.52,1107.05,cash_out,C2085660,M7102041,6,2,0
0.07,8397.28,7279.48,2857.33,7163.59,debit,C5579723,M7714837,11,3,1
49.02,9876.48,5163.0,1559.0,4600.88,transfer,C5205877,M9209786,15,1,0
2.64,1086.07,623.24,775.46,6813.26,cash_out,C7419516,M6485409,4,2,0
169.85,857.52,7540.94,7698.96,7948.04,cash_out,C5925168,M9353359,15,4,0
0.41,5451.24,274.94,7663.25,9908.04,transfer,C7436241,M8551685,10,6,1
22.91,425.31,5611.0,8617.57,3100.14,cash_out,C9245659,M8225630,4,2,0
50.02,1182.88,6782.74,6634.78,6885.2,debit,C8882244,M8984462,17,6,0
1113.33,4997.44,9711.62,6207.7,3592.36,payment,C6376808,M2030523,0,4,1
0.18,7446.37,366.31,8924.29,3478.44,transfer,C8183134,M6790539,11,3,1
10.16,2551.38,6516.02,5966.06,9112.85,transfer,C6115582,M2920509,10,1,0
0.03,6611.9,4282.48,5196.12,4269.61,transfer,C8880256,M1373065,10,3,1
152.24,1067.48,4934.75,6939.55,2138.49,cash_in,C9435056,M6696526,5,4,0
0.11,6390.9,9743.66,845.68,8518.31,cash_out,C5821026,M5448564,1,2,1
124.05,2336.27,7454.59,1010.38,8457.45,transfer,C6651204,M5586302,2,4,0
11.14,2176.42,7976.95,6550.21,3088.29,payment,C8263032,M6257190,6,3,0
7.66,4586.96,7658.08,1887.95,284.17,debit,C4129604,M9375247,6,5,0
24.68,4726.22,9377.91,5373.92,6182.78,cash_in,C2004647,M9762229,6,2,0
14.34,7489.69,7678.75,8456.81,4161.58,transfer,C4415137,M7919567,8,6,0
1834.85,6052.2,4118.07,1224.23,1999.97,cash_out,C6210006,M8787307,15,4,1
2.49,9065.99,2099.71,2799.85,388.5,payment,C3952542,M1708541,23,3,0
48.74,8975.4,3207.66,3049.99,729.46,cash_in,C7097414,M2515088,12,6,0
8.58,1208.13,7371.36,9336.06,5267.38,debit,C9812402,M5224638,15,0,0
597.46,3202.76,8340.11,7398.64,8077.83,cash_out,C8094564,M4657573,4,0,1
0.23,2617.63,5935.86,4954.55,3809.58,transfer,C6309820,M8109870,15,5,1
0.44,9376.03,3693.68,7185.15,8231.52,transfer,C1584005,M1917249,22,6,1
